EOF exit
category,size,count,time
alloc,117,1
eternal,117,1
alloc,167,1
eternal,167,1
alloc,70,2
eternal,70,2
alloc,69,4
eternal,69,4
alloc,2481,1
eternal,2481,1
alloc,2648,1
eternal,2648,1
alloc,4916,1
eternal,4916,1
alloc,2218,1
eternal,2218,1
alloc,2201,1
eternal,2201,1
alloc,2597,1
eternal,2597,1
alloc,137,1
eternal,137,1
alloc,626,1
eternal,626,1
alloc,1455,1
eternal,1455,1
alloc,1027,1
eternal,1027,1
alloc,476,1
eternal,476,1
alloc,1087,1
eternal,1087,1
alloc,2281,1
eternal,2281,1
alloc,1861,1
eternal,1861,1
alloc,1784,1
eternal,1784,1
alloc,2884,1
eternal,2884,1
alloc,164,1
eternal,164,1
alloc,627,1
eternal,627,1
alloc,1242,1
eternal,1242,1
alloc,629,1
eternal,629,1
alloc,250,1
eternal,250,1
alloc,447,1
eternal,447,1
alloc,4125,1
eternal,4125,1
alloc,6057,1
eternal,6057,1
alloc,1970,1
eternal,1970,1
alloc,2596,1
eternal,2596,1
alloc,3051,1
eternal,3051,1
alloc,995,1
eternal,995,1
alloc,1055,1
eternal,1055,1
alloc,9956,1
eternal,9956,1
alloc,3975,1
eternal,3975,1
alloc,290,1
eternal,290,1
alloc,3688,1
eternal,3688,1
alloc,3468,1
eternal,3468,1
alloc,3246,1
eternal,3246,1
alloc,3066,1
eternal,3066,1
alloc,2886,1
eternal,2886,1
alloc,2624,1
eternal,2624,1
alloc,2336,1
eternal,2336,1
alloc,1972,1
eternal,1972,1
alloc,1710,1
eternal,1710,1
alloc,1418,1
eternal,1418,1
alloc,1184,1
eternal,1184,1
alloc,889,1
eternal,889,1
alloc,652,1
eternal,652,1
alloc,214,1
eternal,214,1
alloc,9391,1
eternal,9391,1
alloc,182,1
eternal,182,1
alloc,5715,1
eternal,5715,1
alloc,72,1
eternal,72,1
alloc,534,1
eternal,534,1
alloc,530,1
eternal,530,1
alloc,3820,1
eternal,3820,1
alloc,112,1
eternal,112,1
alloc,73,3
eternal,73,3
alloc,74,1
eternal,74,1
alloc,71,2
eternal,71,2
alloc,78,1
eternal,78,1
alloc,102,1
eternal,102,1
alloc,68,13
eternal,68,13
alloc,380,1
eternal,380,1
alloc,283,1
eternal,283,1
alloc,134,1
eternal,134,1
alloc,348,2
eternal,348,2
alloc,66,3
free,66,1,3332496
eternal,66,2
alloc,62,2
free,62,1,3413369
eternal,62,1
alloc,118,1
eternal,118,1
alloc,76,1
free,76,1,3671148
eternal,76,0
alloc,242,1
eternal,242,1
alloc,233,1
free,233,1,3914929
eternal,233,0
alloc,436,1
eternal,436,1
alloc,609,1
free,609,1,3946125
eternal,609,0
alloc,503,1
eternal,503,1
alloc,403,1
eternal,403,1
alloc,303,1
eternal,303,1
alloc,203,2
eternal,203,2
alloc,103,1
eternal,103,1
alloc,126,2
eternal,126,2
alloc,175,2
eternal,175,2
alloc,75,2
eternal,75,2
alloc,84,6
eternal,84,6
alloc,86,4
eternal,86,4
alloc,139,2
eternal,139,2
alloc,89,4
eternal,89,4
alloc,83,2
eternal,83,2
alloc,82,2
eternal,82,2
alloc,81,2
eternal,81,2
alloc,61,8
free,61,1,3426195
free,61,1,3417896
eternal,61,6
alloc,60,3
free,60,1,5775792
eternal,60,2
alloc,58,14
free,58,1,5778535
eternal,58,13
alloc,57,2
free,57,1,5779872
eternal,57,1
alloc,55,3
free,55,1,5920461
free,55,1,5782477
eternal,55,1
alloc,54,5
free,54,1,5921729
free,54,1,5783745
eternal,54,3
alloc,53,4
free,53,1,5922974
free,53,1,5784990
eternal,53,2
alloc,52,6
free,52,1,5924196
free,52,1,5786212
eternal,52,4
alloc,51,9
free,51,1,5925395
free,51,1,5787411
eternal,51,7
alloc,50,5
free,50,1,5926571
free,50,1,5788587
free,50,1,3116367
eternal,50,2
alloc,49,7
free,49,1,5927724
free,49,1,5789740
free,49,1,3107259
free,49,1,3099710
eternal,49,3
alloc,48,11
free,48,1,5928854
free,48,1,5790870
free,48,1,3112101
eternal,48,8
alloc,47,7
free,47,1,5929961
free,47,1,5791977
eternal,47,5
alloc,46,8
free,46,1,5931045
free,46,1,5793061
eternal,46,6
alloc,45,3
free,45,1,5932106
free,45,1,5794122
eternal,45,1
alloc,44,16
free,44,1,5933144
free,44,1,5795160
free,44,1,5467955
free,44,1,5072954
free,44,1,3672871
free,44,1,3671619
free,44,1,3657546
eternal,44,9
alloc,43,18
free,43,1,5934159
free,43,1,5796175
free,43,1,5524176
free,43,1,5475429
free,43,1,5138704
free,43,1,5080428
free,43,1,5021969
eternal,43,11
alloc,42,15
free,42,1,5935151
free,42,1,5797167
free,42,1,5531640
free,42,1,5482607
free,42,1,5408102
free,42,1,5191412
free,42,1,5146168
free,42,1,5087606
free,42,1,5029433
eternal,42,6
alloc,39,22
free,39,1,6305594
free,39,1,5937989
free,39,1,5800005
free,39,1,5739283
free,39,1,5688668
free,39,1,5640698
free,39,1,5592727
free,39,1,5553413
free,39,1,5504632
free,39,1,5429590
free,39,1,5369272
free,39,1,5313527
free,39,1,5261538
free,39,1,5212900
free,39,1,5167941
free,39,1,5109631
free,39,1,5051207
eternal,39,5
alloc,38,25
free,38,1,6306494
free,38,1,5938889
free,38,1,5800905
free,38,1,5746431
free,38,1,5695816
free,38,1,5647846
free,38,1,5599875
free,38,1,5560811
free,38,1,5436737
free,38,1,5376420
free,38,1,5320675
free,38,1,5268686
free,38,1,5220048
free,38,1,5175339
free,38,1,5058605
eternal,38,10
alloc,37,26
free,37,1,6307371
free,37,1,5939766
free,37,1,5801782
free,37,1,5753570
free,37,1,5702955
free,37,1,5654985
free,37,1,5607014
free,37,1,5443841
free,37,1,5383560
free,37,1,5327815
free,37,1,5275825
free,37,1,5227438
free,37,1,3121262
eternal,37,13
alloc,36,34
free,36,1,6308225
free,36,1,5940620
free,36,1,5802636
free,36,1,5760665
free,36,1,5710050
free,36,1,5662081
free,36,1,5614110
free,36,1,5390656
free,36,1,5335197
free,36,1,5282921
free,36,1,3652837
eternal,36,23
alloc,34,27
free,34,1,6309864
free,34,1,5942259
free,34,1,5804275
eternal,34,24
alloc,33,21
free,33,1,6310649
free,33,1,5943044
free,33,1,5805060
free,33,1,3673227
free,33,1,3673048
free,33,1,3606463
eternal,33,15
alloc,30,31
free,30,1,6312866
free,30,1,6090839
free,30,1,6016463
free,30,1,5945261
free,30,1,5807277
free,30,1,3659137
eternal,30,25
alloc,29,23
free,29,1,6313559
free,29,1,6202173
free,29,1,6091532
free,29,1,6017156
free,29,1,5945954
free,29,1,5807970
free,29,1,4669696
free,29,1,4279733
eternal,29,15
alloc,28,18
free,28,1,6314229
free,28,1,6202843
free,28,1,6092202
free,28,1,6017826
free,28,1,5946624
free,28,1,5808640
free,28,1,4725199
free,28,1,4677050
free,28,1,4344765
free,28,1,4287087
free,28,1,4229468
eternal,28,7
alloc,27,27
free,27,1,6314876
free,27,1,6203490
free,27,1,6092849
free,27,1,6018473
free,27,1,5947271
free,27,1,5809287
free,27,1,4732543
free,27,1,4684108
free,27,1,4610565
free,27,1,4396755
free,27,1,4352109
free,27,1,4294145
free,27,1,4236812
eternal,27,14
alloc,25,120
free,25,1,6391692
free,25,1,6316101
free,25,1,6204715
free,25,1,6165632
free,25,1,6094074
free,25,1,6019698
free,25,1,5948496
free,25,1,5882433
free,25,1,5810512
free,25,1,4930156
free,25,1,4880261
free,25,1,4833011
free,25,1,4785760
free,25,1,4746925
free,25,1,4698489
free,25,1,4624661
free,25,1,4565183
free,25,1,4510158
free,25,1,4458889
free,25,1,4410851
free,25,1,4366491
free,25,1,4308526
free,25,1,4251194
free,25,1,3627290
free,25,1,3625852
free,25,1,3622150
free,25,1,3620711
free,25,1,3617009
free,25,1,3615192
free,25,1,3606286
free,25,1,3604658
free,25,1,3601163
free,25,1,3599024
free,25,1,3594617
free,25,1,3593115
free,25,1,3589350
free,25,1,3587974
free,25,1,3579663
free,25,1,3576337
free,25,1,3572347
free,25,1,3570728
free,25,1,3564836
free,25,1,3563208
eternal,25,77
alloc,23,74
free,23,1,6392825
free,23,1,6317234
free,23,1,6205848
free,23,1,6166765
free,23,1,6095207
free,23,1,6020831
free,23,1,5949629
free,23,1,5883566
free,23,1,5811645
free,23,1,4944216
free,23,1,4894321
free,23,1,4847071
free,23,1,4799820
free,23,1,4761236
free,23,1,4638720
free,23,1,4579243
free,23,1,4524218
free,23,1,4472949
free,23,1,4424911
free,23,1,4380802
free,23,1,4265506
eternal,23,53
alloc,22,44
free,22,1,6393357
free,22,1,6317766
free,22,1,6274442
free,22,1,6244072
free,22,1,6206380
free,22,1,6167297
free,22,1,6134477
free,22,1,6095739
free,22,1,6060101
free,22,1,6021363
free,22,1,5950161
free,22,1,5884098
free,22,1,5812177
free,22,1,4951235
free,22,1,4901340
free,22,1,4854090
free,22,1,4806839
free,22,1,4645704
free,22,1,4586263
free,22,1,4531238
free,22,1,4479968
free,22,1,4432181
eternal,22,22
alloc,20,2179
free,20,1,6394352
free,20,1,6318761
free,20,1,6275437
free,20,1,6245067
free,20,1,6207375
free,20,1,6168292
free,20,1,6135472
free,20,1,6096734
free,20,1,6061096
free,20,1,6022358
free,20,1,5951156
free,20,1,5885093
free,20,1,5813172
free,20,1,3660244
free,20,1,3469826
eternal,20,2164
alloc,16,56
free,16,1,6427492
free,16,1,6396066
free,16,1,6367031
free,16,1,6320475
free,16,1,6277151
free,16,1,6246781
free,16,1,6209089
free,16,1,6170006
free,16,1,6137186
free,16,1,6098448
free,16,1,6062810
free,16,1,6024072
free,16,1,5952870
free,16,1,5886807
free,16,1,5814886
free,16,1,4987952
free,16,1,4987206
free,16,1,3974273
free,16,1,3461634
free,16,1,3446231
free,16,1,3442319
eternal,16,35
alloc,32,62
free,32,1,6448990
free,32,1,6448425
free,32,1,6424886
free,32,1,6424321
free,32,1,6389575
free,32,1,6389010
free,32,1,6363939
free,32,1,6363374
free,32,1,6311411
free,32,1,6302833
free,32,1,6302268
free,32,1,6272463
free,32,1,6271898
free,32,1,6242093
free,32,1,6241528
free,32,1,6199872
free,32,1,6199307
free,32,1,6162868
free,32,1,6162303
free,32,1,6132498
free,32,1,6131933
free,32,1,6088492
free,32,1,6087927
free,32,1,6058122
free,32,1,6057557
free,32,1,6014116
free,32,1,6013551
free,32,1,5943806
free,32,1,5915627
free,32,1,5915062
free,32,1,5880316
free,32,1,5879751
free,32,1,5805822
free,32,1,3673402
free,32,1,3653372
free,32,1,3653197
free,32,1,3629701
free,32,1,3629535
free,32,1,3629369
eternal,32,23
alloc,24,53
free,24,1,6452882
free,24,1,6392270
free,24,1,6316679
free,24,1,6205293
free,24,1,6166210
free,24,1,6094652
free,24,1,6020276
free,24,1,5949074
free,24,1,5883011
free,24,1,5811090
free,24,1,4937190
free,24,1,4887295
free,24,1,4840045
free,24,1,4792794
free,24,1,4753958
free,24,1,4705775
free,24,1,4631695
free,24,1,4572217
free,24,1,4517192
free,24,1,4465923
free,24,1,4417885
free,24,1,4373524
free,24,1,4315812
free,24,1,4258228
free,24,1,3885580
free,24,1,3659737
free,24,1,3626114
free,24,1,3620973
free,24,1,3615454
free,24,1,3604920
free,24,1,3599286
free,24,1,3593377
free,24,1,3588236
free,24,1,3576599
free,24,1,3570990
free,24,1,3563470
eternal,24,17
alloc,8332,1
eternal,8332,1
alloc,1663,1
eternal,1663,1
alloc,2250,1
eternal,2250,1
alloc,698,1
eternal,698,1
alloc,452,1
eternal,452,1
alloc,909,1
eternal,909,1
alloc,728,1
eternal,728,1
alloc,414,1
eternal,414,1
alloc,802,1
eternal,802,1
alloc,455,1
eternal,455,1
alloc,254,1
eternal,254,1
alloc,1103,1
eternal,1103,1
alloc,1091,1
eternal,1091,1
alloc,1090,1
eternal,1090,1
alloc,176,1
eternal,176,1
alloc,31,26
free,31,1,7754371
free,31,1,6312150
free,31,1,5944545
free,31,1,5806561
eternal,31,22
alloc,63,4
free,63,1,3402682
eternal,63,3
alloc,56,8
free,56,1,5919170
free,56,1,5781186
eternal,56,6
alloc,15,872
free,15,1,7807335
free,15,1,6427863
free,15,1,6396437
free,15,1,6367402
free,15,1,6320846
free,15,1,6277522
free,15,1,6247152
free,15,1,6209460
free,15,1,6170377
free,15,1,6137557
free,15,1,6098819
free,15,1,6063181
free,15,1,6024443
free,15,1,5953241
free,15,1,5887178
free,15,1,5815257
free,15,1,5007082
free,15,1,5006359
free,15,1,4991095
free,15,1,4979110
free,15,1,3997562
free,15,1,3893920
free,15,1,3686768
free,15,1,3449117
free,15,1,3267096
free,15,1,3258454
eternal,15,846
alloc,2,7524
free,2,1,1610339
free,2,1,1610163
free,2,1,1609870
free,2,1,18317
free,2,5,111
free,2,2,185
free,2,1,137
free,2,1,1591216
free,2,1,1590396
free,2,1,1589552
free,2,1,1589041
free,2,1,1588672
free,2,1,1587856
free,2,1,1587663
free,2,1,1587318
free,2,1,1586547
free,2,1,1586111
free,2,1,1586001
free,2,1,336864
free,2,1,336671
free,2,1,336246
free,2,1,9972
free,2,1,9829
free,2,1,9750
free,2,1,9592
free,2,1,9513
free,2,1,9434
free,2,1,9355
free,2,1,9276
free,2,1,9070
free,2,1,8960
free,2,1,8850
free,2,1,470
free,2,1,734
free,2,2,782
free,2,3,758
free,2,1,1485
free,2,1,1375
free,2,1,1265
free,2,1,1155
free,2,1,1045
free,2,1,935
free,2,1,825
free,2,1,499
free,2,1,325999
free,2,1,6708
free,2,1,4771
free,2,1,4473
free,2,1,1791
free,2,4,211
free,2,1,7453
free,2,1,3728
free,2,1,956
free,2,3,360
free,2,1,1079
free,2,1,358
free,2,1,286666
free,2,1,286473
free,2,1,286206
free,2,1,285939
free,2,1,285672
free,2,1,285562
free,2,1,57235
free,2,1,57124
free,2,1,1760
free,2,1,1652
free,2,2,1344
free,2,2,158
free,2,1,1830
free,2,1,1414
free,2,1,292
free,2,1,1401
free,2,1,1093
free,2,1,1517
free,2,1,1116
free,2,1,1256
free,2,1,206
free,2,1,1212
free,2,1,837
free,2,1,425
free,2,2,1200
free,2,2,933
free,2,1,901
free,2,1,1651
free,2,2,1384
free,2,2,553
free,2,1,1930
free,2,1,1622
free,2,1,1227
free,2,1,393
free,2,1,1700
free,2,1,1392
free,2,3,1476
free,2,4,1168
free,2,3,361
free,2,1,1691
free,2,3,521
free,2,1,1366
free,2,1,1006
free,2,1,965
free,2,1,744
free,2,1,24647
free,2,1,498
free,2,1,253
free,2,1,23174
free,2,1,21654
free,2,1,19421
free,2,1,324
free,2,2,157
free,2,3,216
free,2,1,260
free,2,9,108
free,2,1,452
free,2,1,560
free,2,2,388
free,2,4,221
free,2,3,285
free,2,1,13069
free,2,2,312
free,2,1,11674
free,2,1,248
free,2,2,344
free,2,1,8381
free,2,11,49
free,2,1,413
free,2,1,408
free,2,2,381
free,2,1,6669
free,2,3,280
free,2,4,189
free,2,1,5195
free,2,1,4688
free,2,1,4378
free,2,1,4068
free,2,1,3758
free,2,1,3448
free,2,1,2828
free,2,1,2518
free,2,1,2208
free,2,1,1898
free,2,1,1588
free,2,1,968
free,2,1,348
free,2,1,10171
free,2,2,9901
free,2,1,9505
free,2,1,9093
free,2,1,8823
free,2,1,8705
free,2,1,8547
free,2,1,5820
free,2,1,5505
free,2,1,5190
free,2,1,4923
free,2,1,4857
free,2,1,4763
free,2,1,4520
free,2,1,3897
free,2,1,3769
free,2,1,3690
free,2,1,3423
free,2,1,3156
free,2,1,686
free,2,1,2083
free,2,1,1840
free,2,1,1629
free,2,1,1217
free,2,1,154252
free,2,1,153963
free,2,1,153704
free,2,1,153493
free,2,1,153140
free,2,1,152801
free,2,1,152595
free,2,1,152485
free,2,1,152375
free,2,1,152265
free,2,1,152155
free,2,1,152045
free,2,1,151935
free,2,1,151825
free,2,1,151715
free,2,1,151605
free,2,1,151495
free,2,1,151385
free,2,1,151275
free,2,1,151165
free,2,1,151055
free,2,1,150945
free,2,1,150835
free,2,1,150725
free,2,1,163
free,2,1,146821
free,2,1,146248
free,2,1,143423
free,2,1,141654
free,2,1,5074
free,2,1,4171
free,2,1,3268
free,2,1,2365
free,2,1,1462
free,2,1,135917
free,2,1,134200
free,2,1,132643
free,2,3,1018
free,2,1,131086
free,2,1,2066
free,2,1,1738
free,2,1,128481
free,2,1,1970
free,2,1,1642
free,2,1,125972
free,2,1,2162
free,2,1,1834
free,2,1,123271
free,2,1,3817
free,2,1,3489
free,2,1,118631
free,2,1,115994
free,2,2,2098
free,2,2,1770
free,2,1,113357
free,2,1,1866
free,2,1,110624
free,2,1,108083
free,2,2,2002
free,2,3,1674
free,2,1,105542
free,2,1,1921
free,2,1,1593
free,2,1,103082
free,2,1,101493
free,2,2,1050
free,2,1,99904
free,2,1,98423
free,2,1,96814
free,2,1,95141
free,2,1,93532
free,2,1,5548
free,2,1,5220
free,2,1,4314
free,2,1,3376
free,2,1,1532
free,2,1,87445
free,2,1,3800
free,2,1,3472
free,2,1,2534
free,2,1,1724
free,2,1,83023
free,2,1,1956
free,2,1,1628
free,2,1,80528
free,2,1,75829
free,2,1,7910
free,2,1,1320
free,2,1,992
free,2,1,67180
free,2,1,5574
free,2,1,61126
free,2,1,3768
free,2,1,3440
free,2,1,56736
free,2,1,3744
free,2,1,52512
free,2,1,3872
free,2,5,722
free,2,1,48160
free,2,1,9165
free,2,3,986
free,2,3,4000
free,2,1,38296
free,2,1,1193
free,2,2,664
free,2,1,980
free,2,2,1061
free,2,1,1029
free,2,2,1157
free,2,1,3954
free,2,1,812
free,2,1,2505
free,2,3,1114
free,2,1,754
free,2,1,21217
free,2,1,4192
free,2,1,882
free,2,1,16545
free,2,1,3808
free,2,9,214
free,2,9,104
free,2,9,1658
free,2,9,194
free,2,9,496
free,2,1,12257
free,2,1,1186
free,2,1,1107
free,2,1,982
free,2,1,597
free,2,1,281
free,2,1,171
free,2,1,2528
free,2,1,362
free,2,2,484
free,2,20,690
free,2,1,6103
free,2,1,5589
free,2,1,3124
free,2,1,2032
free,2,1,940
free,2,5,584
free,2,4,609
free,2,1,17483
free,2,1,17373
free,2,1,17263
free,2,1,17153
free,2,1,17043
free,2,1,16933
free,2,1,16823
free,2,1,16713
free,2,1,16603
free,2,1,16493
free,2,1,16383
free,2,1,16273
free,2,1,16163
free,2,1,16053
free,2,1,15943
free,2,1,15833
free,2,1,15723
free,2,1,15613
free,2,1,15503
free,2,1,15393
free,2,1,15283
free,2,1,15173
free,2,1,15063
free,2,1,14953
free,2,1,14843
free,2,1,14733
free,2,1,14623
free,2,1,14513
free,2,1,14403
free,2,1,14293
free,2,1,14183
free,2,1,14073
free,2,1,13963
free,2,1,13853
free,2,1,13743
free,2,1,13633
free,2,1,13523
free,2,1,13413
free,2,1,624
free,2,1,333
free,2,1,239
free,2,1,173
free,2,1,30
free,2,1,12651
free,2,1,12541
